5;B00021080;0
5;B00021100;2
5;B00027010;0
5;B00027080;0
5;B00027083;0
5;B00027084;0
5;B00027085;1
5;B00027086;0
5;B00096070;1
5;B00096071;0
5;B00096072;0
5;B00096073;1
5;B00096074;0
5;B00096080;0
5;B00096081;0
5;B00096082;0
5;B00096083;0
5;B00096084;0
5;B00096088;0
5;B00096089;0
5;B00137084;1
5;B00137085;0
5;B00137300;0
5;B00212300;0
5;B00213086;0
5;B00213088;0
5;B00213300;0
5;B00283080;0
5;B00283085;0
5;B00283087;0
5;B00283088;0
5;B00289062;0
5;B00289080;0
5;B00289081;1
5;B00289082;1
5;B00289083;0
5;B00289084;0
5;B00289085;0
5;B00289086;0
5;B00289087;0
5;B00289088;0
5;B00289089;1
5;B00289090;0
5;B00289096;0
5;B00289097;0
5;B00290080;1
5;B00290084;1
5;B00290085;1
5;B00290086;0
5;B00290087;0
5;B00290088;0
5;B00296080;4
5;B00296084;0
5;B00296090;0
5;B00296091;0
5;B00296092;0
5;B00297080;4
5;B00297084;4
5;B00308084;0
5;B00308086;0
5;B00308088;0
5;B00308090;0
5;B00333060;0
5;B00380070;0
5;B00423080;0
5;B00423086;0
5;B00423088;1
5;B00423300;1
5;B00423305;1
5;B00426012;0
5;B00459080;4
5;B00459081;8
5;B00459085;4
5;B00459088;0
5;B00519060;0
5;B00539060;0
5;B00539080;1
5;B00539081;0
5;B00603060;0
5;B00603090;0
5;B00616060;0
5;B00616061;0
5;B00616062;0
5;B00616063;0
5;B00616064;1
5;B00616088;0
5;B00616090;0
5;B00629040;0
5;B00629080;0
5;B00629082;0
5;B00629090;0
5;B00629091;0
5;B00629095;1
5;B00643080;1
5;B00643082;0
5;B00643084;0
5;B00643086;1
5;B00643087;0
5;B00643090;0
5;B00643096;0
5;B00643097;0
5;B00649001;0
5;B00659060;0
5;B00666300;0
5;B00722012;0
5;B00722070;0
5;B00722080;0
5;B00722083;0
5;B00722084;1
5;B00722086;0
5;B00722088;0
5;B00722089;0
5;B00722090;0
5;B00724060;2
5;B00724061;0
5;B00724065;0
5;B00724084;0
5;B00724088;0
5;B00724300;1
5;B00724301;0
5;B00725064;0
5;B00725082;1
5;B00725084;0
5;B00725086;1
5;B00725087;1
5;B00725088;1
5;B00725089;0
5;B00725300;-1
5;B00726300;1
5;B00726305;0
5;B00728084;1
5;B00728085;0
5;B00728088;0
5;B00736011;0
5;B00736084;1
5;B00736086;0
5;B00736088;0
5;B00775083;0
5;B00775084;0
5;B00775085;0
5;B00775086;1
5;B00775087;0
5;B00780065;0
5;B00780080;1
5;B00780081;0
5;B00780082;0
5;B00799065;0
5;B00799066;1
5;B00799069;0
5;B00859080;0
5;B00859082;-1
5;B00859084;0
5;B00859085;0
5;B00859086;0
5;B00859087;0
5;B00859088;0
5;B00859090;0
5;B00859096;0
5;B00886062;0
5;B00886064;1
5;B00886085;0
5;B00886086;0
5;B00886087;0
5;B00886088;0
5;B00887080;0
5;B00887084;1
5;B00887085;0
5;B00887088;1
5;B00887089;1
5;B00887090;0
5;B01050082;0
5;B01050083;0
5;B01050084;0
5;B01050085;1
5;B01050086;0
5;B01050096;0
5;B01062087;0
5;B01069018;0
5;B01069020;1
5;B01069080;0
5;B01069088;1
5;B01069089;1
5;B01069090;0
5;B01069091;0
5;B01069100;0
5;B01069304;0
5;B01069305;0
5;B01119070;0
5;B01119072;0
5;B01119080;0
5;B01119084;1
5;B01119086;0
5;B01119088;0
5;B01119089;0
5;B01123005;0
5;B01123020;0
5;B01125080;0
5;B01125081;0
5;B01150086;0
5;B01150088;1
5;B01150300;0
5;B01150302;1
5;B01150303;0
5;B01152084;0
5;B01153012;0
5;B01153086;0
5;B01200060;0
5;B01200061;0
5;B01200080;2
5;B01200085;0
5;B01245064;1
5;B01245068;1
5;B01246060;0
5;B01246062;0
5;B01246063;0
5;B01246070;0
5;B01246305;0
5;B01246310;1
5;B01247080;0
5;B01300025;0
5;B01300026;0
5;B01429084;1
5;B01429085;0
5;B01429086;0
5;B01429088;0
5;B01429090;0
5;B01430088;0
5;B01450080;1
5;B01453088;0
5;B01652004;0
5;B01652084;0
5;B01652088;0
5;B01745060;0
5;B01800084;0
5;B01800086;1
5;B01800088;0
5;B02030300;0
5;B02030302;0
5;B02030551;0
5;B02051300;0
5;B02086060;0
5;B02086065;0
5;B02086070;0
5;B02086086;0
5;B02100062;0
5;B02170084;2
5;B02170085;0
5;B02170086;0
5;B02170087;0
5;B02188065;0
5;B02188068;0
5;B02188081;-1
5;B02188085;1
5;B02275080;0
5;B02275086;0
5;B02367084;0
5;B02367088;0
5;B02367095;1
5;B02367098;1
5;B02372080;0
5;B02382010;0
5;B02382088;0
5;B02382095;1
5;B02382099;0
5;B02383005;0
5;B02383007;0
5;B02383060;1
5;B02383080;0
5;B02383085;0
5;B02446064;0
5;B02446068;0
5;B02446080;1
5;B02446086;0
5;B02447061;0
5;B02447080;0
5;B02450080;0
5;B02450083;0
5;B02450084;0
5;B02450085;0
5;B02450086;0
5;B02450087;7
5;B02450088;1
5;B02450089;1
5;B02450090;0
5;B02450092;1
5;B02450095;0
5;B02450300;2
5;B02450301;0
5;B02450304;0
5;B02450305;0
5;B02485060;0
5;B02485085;0
5;B02500065;0
5;B02500080;0
5;B02510085;0
5;B02895068;0
5;B03107084;0
5;B03107086;1
5;B03107090;0
5;B03270080;0
5;B03270082;0
5;B03270084;1
5;B03270085;1
5;B03270087;0
5;B03270088;0
5;B03270089;0
5;B03270090;0
5;B03270091;1
5;B03270092;0
5;B03270093;1
5;B03270094;1
5;B03430060;0
5;B03500062;0
5;B03500065;1
5;B03500068;1
5;B03500079;0
5;B03500080;0
5;B03500082;0
5;B03500084;0
5;B03500085;1
5;B03500086;0
5;B03500087;0
5;B03500088;0
5;B03500089;1
5;B03500090;0
5;B03500091;0
5;B03500092;0
5;B03500093;1
5;B03500094;0
5;B03500095;1
5;B03500097;0
5;B03500098;0
5;B03500099;1
5;B03500102;0
5;B03500302;0
5;B03500304;1
5;B03500305;1
5;B03500306;0
5;B03500307;0
5;B03500350;0
5;B03611084;0
5;B03611085;0
5;B03611086;0
5;B03611088;0
5;B03611089;0
5;B03611090;0
5;B03660080;0
5;B03701085;0
5;B03740005;0
5;B03740006;1
5;B03740070;0
5;B03838085;1
5;B03838086;0
5;B03900070;0
5;B03900071;0
5;B03900072;0
5;B03900075;1
5;B03900076;0
5;B03900077;1
5;B03900085;0
5;B03900086;0
5;B03900087;0
5;B03900088;1
5;B03900089;0
5;B03900090;1
5;B03900095;0
5;B04003060;0
5;B04003090;0
5;B04006085;0
5;B04081085;1
5;B04081086;0
5;B04318080;0
5;B04318085;0
5;B04318090;0
5;B04354065;0
5;B04354081;0
5;B04646084;0
5;B04646085;0
5;B04649014;0
5;B04649070;0
5;B04650014;0
5;B04650068;0
5;B04650080;0
5;B04650088;0
5;B04665080;0
5;B04665081;0
5;B04665082;0
5;B04665085;0
5;B04665086;0
5;B04680017;0
5;B04680018;0
5;B04680062;0
5;B04680063;0
5;B04680066;0
5;B04680067;0
5;B04680068;0
5;B04779065;0
5;B04779066;0
5;B04779084;0
5;B04779085;0
5;B04779086;0
5;B04779087;0
5;B04779088;0
5;B04779090;0
5;B04779092;0
5;B04779093;0
5;B04779094;0
5;B05016061;0
5;B05017004;2
5;B05017007;0
5;B05017040;0
5;B05017065;0
5;B05017068;2
5;B05017069;0
5;B05017070;0
5;B05017071;0
5;B05017088;0
5;B05018060;0
5;B05018061;0
5;B05018065;0
5;B05432064;0
5;B05469090;0
5;B05469091;0
5;B05548005;2
5;B05548088;0
5;B05548090;4
5;B05548095;0
5;B05808065;0
5;B05808075;0
5;B05808086;0
5;B05808087;1
5;B05809010;0
5;B05809080;0
5;B05809085;0
5;B05809088;0
5;B05809095;0
5;B05822080;1
5;B05822082;0
5;B05822085;0
5;B05822086;0
5;B05822087;0
5;B05822088;0
5;B05855084;0
5;B05855085;1
5;B05855086;1
5;B05855087;0
5;B05855091;0
5;B06160020;7
5;B06160060;2
5;B06160061;0
5;B06160080;2
5;B06160084;1
5;B06160086;1
5;B06160088;0
5;B06160100;2
5;B06164041;0
5;B06164042;0
5;B06164064;0
5;B06164081;2
5;B06164082;2
5;B06164083;0
5;B06164084;4
5;B06164085;1
5;B06164086;2
5;B06164100;0
5;B06164102;0
5;B06168081;1
5;B06168082;0
5;B06168091;0
5;B06168101;0
5;B06168102;0
5;B06170019;0
5;B06170020;0
5;B06170065;0
5;B06170066;1
5;B06170080;0
5;B06170084;0
5;B06170085;0
5;B06170086;0
5;B06170096;0
5;B06170100;0
5;B06170102;0
5;B06174041;0
5;B06174042;0
5;B06174045;0
5;B06174046;2
5;B06174064;0
5;B06174065;2
5;B06174085;0
5;B06174086;0
5;B06174089;0
5;B06174090;0
5;B06174091;0
5;B06174096;0
5;B06174098;0
5;B06174099;0
5;B06174100;0
5;B06174102;0
5;B06174700;0
5;B06231084;1
5;B06231085;0
5;B06231088;0
5;B06232090;0
5;B06233084;0
5;B06233085;0
5;B06233089;0
5;B06233090;0
5;B06233091;0
5;B06233093;0
5;B06233094;0
5;B06233096;1
5;B06233097;0
5;B06233098;2
5;B06233099;0
5;B06233104;2
5;B06233105;2
5;B06233106;0
5;B06233114;2
5;B06233115;2
5;B06233116;0
5;B06233117;0
5;B06233700;0
5;B06233701;0
5;B06233703;0
5;B06234065;0
5;B06259042;0
5;B06259080;2
5;B06310080;0
5;B06310081;0
5;B06310082;0
5;B06310095;-1
5;B06310100;0
5;B06310110;0
5;B06311084;0
5;B06311086;0
5;B06313062;0
5;B06326085;0
5;B06840080;0
5;B06840084;0
5;B06840088;0
5;B06859065;0
5;B06859080;1
5;B06859085;0
5;B06895065;0
5;B06895084;0
5;B06895085;1
5;B06895086;1
5;B06895088;0
5;B06895090;0
5;B06895092;0
5;B07242060;2
5;B07242062;0
5;B07242064;5
5;B07242066;0
5;B07242085;0
5;B07242086;0
5;B07242087;0
5;B07242088;0
5;B07242100;0
5;B07244080;0
5;B07244085;2
5;B07244086;2
5;B07244088;0
5;B07524080;0
5;B07524084;0
5;B07524085;0
5;B08000085;0
5;B08075085;0
5;B08500083;0
5;B08500084;0
5;B09105085;0
5;B09155083;0
5;B09155084;0
5;B09155086;0
5;B09155091;0
5;B09155092;0
5;B10800080;0
5;B10800084;0
5;B10800085;0
5;B10800086;0
5;B10800090;0
5;B10800310;0
5;B10810085;0
5;B10810086;0
5;B10850085;0
5;B10850086;0
5;B12350080;0
5;B13300081;1
5;B13301062;0
5;B13301065;0
5;B13301081;0
5;B13301082;0
5;B13301083;0
5;B13301084;0
5;B13301085;0
5;B13301309;0
5;B13301310;0
5;B13303309;1
5;B13303310;0
5;B13350080;0
5;B13350081;0
5;B13350085;1
5;B13350086;1
5;B13350087;0
5;B13350088;0
5;B13350095;0
5;B13350309;0
5;B13350310;0
5;B13400061;0
5;B13400062;0
5;B13400064;0
5;B13400081;0
5;B13400082;0
5;B13400085;0
5;B13400086;0
5;B13401085;0
5;B13425060;1
5;B13425081;0
5;B13425082;0
5;B16068081;0
5;B16068082;0
5;B16068084;0
5;B16068085;0
5;B16068086;1
5;B16068087;1
5;B16068089;0
5;B16068090;0
5;B16068091;0
5;B16068092;1
5;B16265080;0
5;B16265081;0
5;B16275085;1
5;B16280080;1
5;B17204085;0
5;N00020170;0
5;N00020201;0
5;N00020202;0
5;N00020204;0
5;N00020469;0
5;N00020470;0
5;N00020473;0
5;N00020474;0
5;N00020475;0
5;N00020480;0
5;N00020511;0
5;N00020512;0
5;N00020600;0
5;N00020674;0
5;N00021170;0
5;N00021450;0
5;N00021500;0
5;N00023320;0
5;N00023350;0
5;N00024320;0
5;N00024325;0
5;N00025270;0
5;N00025320;2
5;N00025322;2
5;N00025325;0
5;N00025351;3
5;N00025352;2
5;N00027070;0
5;N00027171;0
5;N00027172;0
5;N00027200;0
5;N00027202;0
5;N00027204;0
5;N00027206;0
5;N00027225;0
5;N00027230;0
5;N00027235;0
5;N00027270;0
5;N00027275;0
5;N00027320;1
5;N00027325;0
5;N00027326;0
5;N00027327;0
5;N00027330;0
5;N00027331;0
5;N00027335;1
5;N00027350;2
5;N00027351;0
5;N00027352;1
5;N00027380;0
5;N00027390;0
5;N00027400;1
5;N00027410;0
5;N00027420;0
5;N00027452;0
5;N00028320;0
5;N00096010;0
5;N00096012;0
5;N00096014;0
5;N00096016;0
5;N00096018;0
5;N00096070;0
5;N00096072;0
5;N00096074;0
5;N00096076;0
5;N00096078;1
5;N00096120;0
5;N00096122;0
5;N00096124;0
5;N00096128;1
5;N00096220;1
5;N00096222;1
5;N00096224;1
5;N00096226;0
5;N00096228;1
5;N00096230;0
5;N00096285;0
5;N00096320;0
5;N00096330;1
5;N00096331;0
5;N00096332;0
5;N00096353;0
5;N00096370;0
5;N00096372;0
5;N00096374;1
5;N00096376;0
5;N00096378;0
5;N00096401;0
5;N00096421;0
5;N00096425;0
5;N00096430;0
5;N00096432;1
5;N00096436;0
5;N00096440;0
5;N00096442;0
5;N00096460;0
5;N00096480;1
5;N00096490;0
5;N00096600;0
5;N00097320;1
5;N00097330;0
5;N00097370;0
5;N00097372;0
5;N00097374;0
5;N00097425;0
5;N00137070;0
5;N00137120;0
5;N00137190;0
5;N00137220;1
5;N00137221;-1
5;N00137320;1
5;N00137321;0
5;N00137350;0
5;N00137400;0
5;N00137455;0
5;N00212120;0
5;N00213070;0
5;N00213130;0
5;N00213190;0
5;N00213220;1
5;N00213221;0
5;N00213225;1
5;N00213230;1
5;N00213320;0
5;N00213321;0
5;N00213370;0
5;N00213400;2
5;N00213450;0
5;N00215420;0
5;N00283060;0
5;N00283065;0
5;N00283070;0
5;N00283075;0
5;N00283120;0
5;N00283160;8
5;N00283222;4
5;N00283223;4
5;N00283225;0
5;N00283320;8
5;N00283321;0
5;N00283351;0
5;N00283352;0
5;N00283360;8
5;N00283365;8
5;N00283370;0
5;N00283375;0
5;N00283430;4
5;N00283435;4
5;N00283460;0
5;N00289035;0
5;N00289070;1
5;N00289080;-1
5;N00289100;0
5;N00289120;0
5;N00289121;0
5;N00289130;0
5;N00289140;0
5;N00289170;0
5;N00289200;0
5;N00289230;0
5;N00289232;0
5;N00289235;2
5;N00289270;1
5;N00289285;0
5;N00289300;0
5;N00289330;0
5;N00289340;0
5;N00289342;0
5;N00289345;1
5;N00289346;1
5;N00289350;1
5;N00289351;0
5;N00289352;0
5;N00289370;1
5;N00289371;0
5;N00289380;0
5;N00289420;0
5;N00289425;0
5;N00289430;0
5;N00289435;0
5;N00289440;0
5;N00289450;0
5;N00289451;1
5;N00289460;0
5;N00289462;0
5;N00289470;0
5;N00289475;0
5;N00289480;0
5;N00289490;0
5;N00289491;0
5;N00289510;0
5;N00289530;0
5;N00289533;1
5;N00289550;0
5;N00289551;0
5;N00290030;0
5;N00290070;0
5;N00290120;0
5;N00290121;1
5;N00290130;1
5;N00290135;0
5;N00290180;0
5;N00290190;0
5;N00290200;0
5;N00290220;0
5;N00290225;1
5;N00290227;0
5;N00290280;0
5;N00290318;0
5;N00290320;1
5;N00290321;3
5;N00290330;0
5;N00290334;2
5;N00290335;2
5;N00290350;2
5;N00290370;0
5;N00290375;1
5;N00290380;0
5;N00290381;0
5;N00290399;0
5;N00290400;0
5;N00290401;1
5;N00290405;1
5;N00290406;0
5;N00290408;0
5;N00290430;0
5;N00290433;0
5;N00290450;0
5;N00290451;1
5;N00290452;1
5;N00290453;0
5;N00290454;0
5;N00290455;0
5;N00290460;0
5;N00290465;0
5;N00290470;0
5;N00290472;0
5;N00290475;0
5;N00290517;0
5;N00290520;0
5;N00290550;0
5;N00296020;0
5;N00296070;0
5;N00296120;0
5;N00296190;0
5;N00296220;0
5;N00296222;4
5;N00296270;0
5;N00296271;0
5;N00296272;0
5;N00296320;12
5;N00296321;0
5;N00296350;0
5;N00296370;4
5;N00296375;0
5;N00296390;0
5;N00296402;8
5;N00296405;4
5;N00296420;0
5;N00296450;0
5;N00296455;8
5;N00296460;0
5;N00296465;0
5;N00297010;0
5;N00297020;0
5;N00297070;0
5;N00297120;0
5;N00297121;0
5;N00297135;0
5;N00297160;0
5;N00297190;0
5;N00297220;0
5;N00297221;0
5;N00297222;4
5;N00297271;8
5;N00297320;0
5;N00297321;0
5;N00297322;0
5;N00297350;8
5;N00297370;0
5;N00297375;0
5;N00297380;0
5;N00297400;0
5;N00297402;2
5;N00297405;4
5;N00297420;0
5;N00297450;8
5;N00297455;8
5;N00297460;0
5;N00297470;0
5;N00303375;0
5;N00308070;8
5;N00308120;0
5;N00308171;0
5;N00308190;24
5;N00308220;16
5;N00308320;32
5;N00308321;0
5;N00308325;0
5;N00308370;0
5;N00308450;0
5;N00308455;0
5;N00308460;0
5;N00308470;0
5;N00308475;0
5;N00308480;0
5;N00333005;0
5;N00333220;0
5;N00333375;0
5;N00333404;0
5;N00333406;0
5;N00333420;0
5;N00333421;0
5;N00333422;3
5;N00333423;4
5;N00333424;0
5;N00353220;0
5;N00353370;0
5;N00353420;0
5;N00380220;0
5;N00380450;0
5;N00380452;1
5;N00380455;0
5;N00380457;0
5;N00380460;0
5;N00385220;0
5;N00385350;0
5;N00385450;1
5;N00385551;0
5;N00412400;0
5;N00413220;2
5;N00413320;4
5;N00413321;0
5;N00423070;0
5;N00423120;1
5;N00423170;0
5;N00423220;1
5;N00423290;1
5;N00423320;1
5;N00423322;1
5;N00423370;1
5;N00423440;0
5;N00423445;2
5;N00423448;1
5;N00423450;0
5;N00423455;0
5;N00423531;0
5;N00443380;0
5;N00459170;0
5;N00459420;0
5;N00517220;0
5;N00518220;0
5;N00519220;0
5;N00519321;0
5;N00519420;1
5;N00539072;0
5;N00539074;1
5;N00539320;0
5;N00539370;0
5;N00539372;1
5;N00539373;0
5;N00539374;0
5;N00539420;0
5;N00553020;0
5;N00553030;0
5;N00553070;0
5;N00553120;0
5;N00553160;0
5;N00553220;2
5;N00553370;1
5;N00553380;0
5;N00553390;0
5;N00603320;0
5;N00603420;2
5;N00603450;1
5;N00616070;0
5;N00616072;0
5;N00616074;0
5;N00616078;0
5;N00616100;0
5;N00616120;0
5;N00616122;0
5;N00616124;0
5;N00616126;0
5;N00616220;1
5;N00616222;0
5;N00616224;0
5;N00616226;1
5;N00616228;1
5;N00616230;0
5;N00616285;0
5;N00616320;0
5;N00616350;0
5;N00616353;0
5;N00616370;0
5;N00616372;0
5;N00616374;0
5;N00616376;1
5;N00616378;0
5;N00616390;0
5;N00616392;0
5;N00616394;0
5;N00616396;0
5;N00616398;0
5;N00616400;0
5;N00616401;0
5;N00616404;0
5;N00616422;0
5;N00616425;0
5;N00616430;0
5;N00616432;1
5;N00616450;1
5;N00616458;0
5;N00616460;0
5;N00616470;1
5;N00616480;1
5;N00616490;0
5;N00629070;0
5;N00629072;0
5;N00629076;1
5;N00629120;0
5;N00629122;0
5;N00629126;0
5;N00629160;0
5;N00629162;0
5;N00629220;0
5;N00629222;0
5;N00629224;0
5;N00629226;0
5;N00629270;0
5;N00629274;0
5;N00629276;0
5;N00629278;0
5;N00629325;0
5;N00629340;0
5;N00629342;0
5;N00629345;0
5;N00629353;0
5;N00629370;0
5;N00629372;0
5;N00629376;0
5;N00629390;0
5;N00629392;0
5;N00629394;0
5;N00629396;0
5;N00629410;1
5;N00629414;1
5;N00629420;0
5;N00629424;0
5;N00629425;0
5;N00629452;0
5;N00629460;0
5;N00629462;0
5;N00643020;0
5;N00643021;0
5;N00643024;0
5;N00643025;0
5;N00643071;0
5;N00643075;0
5;N00643077;0
5;N00643079;0
5;N00643080;0
5;N00643082;0
5;N00643083;0
5;N00643085;0
5;N00643100;0
5;N00643121;1
5;N00643123;0
5;N00643125;0
5;N00643127;0
5;N00643129;0
5;N00643160;0
5;N00643162;0
5;N00643166;0
5;N00643170;1
5;N00643171;0
5;N00643220;0
5;N00643221;0
5;N00643223;0
5;N00643224;1
5;N00643225;2
5;N00643227;0
5;N00643229;1
5;N00643230;0
5;N00643315;0
5;N00643316;0
5;N00643320;0
5;N00643321;1
5;N00643323;0
5;N00643340;0
5;N00643341;0
5;N00643343;1
5;N00643350;0
5;N00643353;0
5;N00643373;0
5;N00643375;1
5;N00643382;0
5;N00643384;0
5;N00643386;0
5;N00643388;0
5;N00643391;0
5;N00643393;0
5;N00643395;1
5;N00643397;0
5;N00643399;0
5;N00643401;0
5;N00643416;0
5;N00643417;0
5;N00643420;0
5;N00643421;0
5;N00643430;1
5;N00643432;1
5;N00643440;0
5;N00643450;1
5;N00643452;0
5;N00643462;0
5;N00643480;0
5;N00643500;0
5;N00643511;0
5;N00645420;0
5;N00645430;0
5;N00647320;1
5;N00659281;0
5;N00659320;0
5;N00659451;0
5;N00666070;0
5;N00666220;0
5;N00666370;0
5;N00666380;0
5;N00666385;0
5;N00666421;0
5;N00666450;0
5;N00666550;0
5;N00722325;1
5;N00722328;2
5;N00722330;0
5;N00722350;0
5;N00722351;1
5;N00722352;1
5;N00722353;0
5;N00722420;0
5;N00722421;0
5;N00722430;0
5;N00722455;0
5;N00722460;0
5;N00722470;1
5;N00722490;1
5;N00722530;0
5;N00722540;0
5;N00722600;0
5;N00723260;0
5;N00723270;0
5;N00723280;1
5;N00723281;0
5;N00723287;1
5;N00723320;1
5;N00723325;0
5;N00723330;0
5;N00723421;0
5;N00723430;0
5;N00723431;0
5;N00723460;0
5;N00724070;0
5;N00724110;0
5;N00724120;1
5;N00724170;0
5;N00724220;4
5;N00724230;0
5;N00724370;0
5;N00724371;0
5;N00724380;0
5;N00724381;0
5;N00724390;0
5;N00724395;0
5;N00724400;0
5;N00724401;1
5;N00724441;0
5;N00724450;0
5;N00724451;0
5;N00724452;0
5;N00724455;0
5;N00724490;0
5;N00725070;0
5;N00725120;1
5;N00725121;0
